Lat,Long,pref_name_for_society,soc_id,Community marriage organization,Cousin marriages permitted,Cousin marriages permitted: subtypes,Cousin marriages preferred,Cousin marriages preferred: subtypes,Domestic organization,Marital composition: monogamy and polygamy,Marital residence with kin: alternate,Marital residence with kin: change after first years,Marital residence with kin: first years,Marital residence with kin: prevailing pattern,Organization of clan communities,Transactions at marriage: alternate type,Transactions at marriage: prevailing type,Transfer of residence at marriage: alternate,Transfer of residence at marriage: prevailing pattern,Community marriage organization_numeric,Cousin marriages permitted_numeric,Cousin marriages permitted: subtypes_numeric,Cousin marriages preferred_numeric,Cousin marriages preferred: subtypes_numeric,Domestic organization_numeric,Marital composition: monogamy and polygamy_numeric,Marital residence with kin: alternate_numeric,Marital residence with kin: change after first years_numeric,Marital residence with kin: first years_numeric,Marital residence with kin: prevailing pattern_numeric,Organization of clan communities_numeric,Transactions at marriage: alternate type_numeric,Transactions at marriage: prevailing type_numeric,Transfer of residence at marriage: alternate_numeric,Transfer of residence at marriage: prevailing pattern_numeric
-13.0,-54.0,Kuikuru,Si10,Agamous,Cross-cousin,Duolateral,None preferred,None preferred,"Nuclear, limited polygyny",Limited polygyny,No alternate,Different,Uxorilocal,Virilocal,No exogamous clans,No alternate,Insignificant,No alternate,Wife to husband,0,1,0,7,4,2,0,6,0,10,11,2,4,4,2,3
-13.0,23.0,Luchazi,Ac27,Clans,Cross-cousin,Duolateral,None preferred,None preferred,"Polygyny, typical cowives pattern","Polygyny, non-sororal separate quarters",No alternate,Same,Avunculocal,Avunculocal,Clans,No alternate,Token bride-wealth,No alternate,Wife to husband,1,1,0,7,4,6,4,6,1,5,5,0,4,5,2,3
-13.0,26.0,Kaonde,Ac32,Exogamous,Cross-cousin,Duolateral,Cross-cousin: matri,MoBrDa,"Polygyny, typical cowives pattern","Polygyny, non-sororal separate quarters",Virilocal,Different,Uxorilocal,Avunculocal,No exogamous clans,Bride-service,Token bride-wealth,No alternate,Wife to husband,3,1,0,4,3,6,4,10,0,10,5,2,0,5,2,3
-13.0,28.0,Lamba,Ac5,Agamous,Cross-cousin,Duolateral,Cross-cousin: matri,MoBrDa,"Nuclear, limited polygyny",Limited polygyny,Uxorilocal,Different,Uxorilocal,Avuncu-uxorilocal,No exogamous clans,Token bride-wealth,Bride-service,Husband to wife,Ambi/neo-local,0,1,0,4,3,2,0,9,0,10,3,2,5,0,1,0
-13.0,35.0,Nyasa,Ac39,Exogamous,Trilateral,Trilateral,Tri: bilateral,Cross-cousin,Small extended,"Polygyny, non-sororal separate quarters",Avunculocal,Same,Matrilocal,Matrilocal,No exogamous clans,Token bride-wealth,Bride-service,Wife to husband,Husband to wife,3,10,6,10,0,7,4,3,1,6,6,2,5,0,4,1
-13.0,36.0,Yao,Ac7,"Segmented, no exogamy",Cross-cousin,Duolateral,Cross-cousin: patri,FaSiDa,Large extended,Limited polygyny,Avunculocal,Same,Matrilocal,Matrilocal,No exogamous clans,No alternate,Insignificant,Wife to husband,Husband to wife,5,1,0,5,2,0,0,3,1,6,6,2,4,4,4,1
-12.5,177.07,Rotumans,Ih6,"Segmented, no exogamy",Only second cousins,Only second cousins,None preferred,None preferred,"Nuclear, monogamous",Monogamous,Avunculocal,Same,Matrilocal,Matrilocal,No exogamous clans,No alternate,Insignificant,Wife to husband,Husband to wife,5,6,3,7,4,3,1,3,1,6,6,2,4,4,4,1
-12.48,135.96,"Yolngu, Dhuwal",Id2,Clans,Matrilateral cross only,Unilateral,Uni: MoBrDa,MoBrDa,"Polygyny, typical cowives pattern","Polygyny, sororal cohabit",No alternate,Different,Uxorilocal,Patrilocal,Clans,No alternate,Bride-service,No alternate,Wife to husband,1,3,7,14,3,6,5,6,0,10,8,0,4,0,2,3
-12.29,134.32,Gidjingali,Id11,Agamous,Some second only,Some second only,Some second only,Second cousin,"Polygyny, atypical cowives pattern","Polygyny, non-sororal cohabit",No alternate,Same,Patrilocal,Patrilocal,No exogamous clans,No alternate,Woman exchange,No alternate,Wife to husband,0,9,5,9,5,5,3,6,1,8,8,2,4,6,2,3
-12.29,168.83,Tikopia,Ii2,Agamous,Only second cousins,Only second cousins,None preferred,None preferred,"Polygyny, typical cowives pattern","Polygyny, non-sororal separate quarters",No alternate,Same,Patrilocal,Patrilocal,No exogamous clans,No alternate,Gift exchange,No alternate,Wife to husband,0,6,3,7,4,6,4,6,1,8,8,2,4,3,2,3
-12.0,-67.0,Chácobo,Se11,Agamous,Cross-cousin,Duolateral,Cross-cousin: either,Cross-cousin,"Nuclear, limited polygyny",Limited polygyny,No alternate,Different,Uxorilocal,Virilocal,No exogamous clans,No alternate,Insignificant,No alternate,Wife to husband,0,1,0,3,0,2,0,6,0,10,11,2,4,4,2,3
-12.0,-59.0,Nambikwara,Si4,Agamous,Cross-cousin,Duolateral,Cross-cousin: either,Cross-cousin,"Nuclear, limited polygyny",Limited polygyny,Uxorilocal,Same,Ambi-viri,Ambi-viri,No exogamous clans,No alternate,Insignificant,Husband to wife,Ambi/neo-local,0,1,0,3,0,2,0,9,1,1,1,2,4,4,1,0
-12.0,-54.0,Kamayurá,Si5,Agamous,Cross-cousin,Duolateral,Cross-cousin: either,Cross-cousin,Large extended,Limited polygyny,No alternate,Different,Uxorilocal,Virilocal,No exogamous clans,No alternate,Bride-service,No alternate,Wife to husband,0,1,0,3,0,0,0,6,0,10,11,2,4,0,2,3
-12.0,-53.0,Trumai,Si2,Agamous,Cross-cousin,Duolateral,Cross-cousin: either,Cross-cousin,Large extended,Limited polygyny,No alternate,Same,Virilocal,Virilocal,No exogamous clans,No alternate,Token bride-wealth,No alternate,Wife to husband,0,1,0,3,0,0,0,6,1,11,11,2,4,5,2,3
-12.0,-50.0,Carajá,Sj1,Demes,Any first cousins,Quadrilateral,None preferred,None preferred,Small extended,Limited polygyny,Neolocal,Same,Uxorilocal,Uxorilocal,No exogamous clans,No alternate,Insignificant,Ambi/neo-local,Husband to wife,2,0,4,7,4,7,0,5,1,10,10,2,4,4,0,1
-12.0,16.0,Mbundu,Ab5,Clans,Cross-cousin,Duolateral,Cross-cousin: matri,MoBrDa,"Polygyny, typical cowives pattern","Polygyny, non-sororal separate quarters",Avunculocal,Same,Patrilocal,Patrilocal,Clans with barrios,No alternate,Bride-wealth,No alternate,Wife to husband,1,1,0,4,3,6,4,3,1,8,8,1,4,1,2,3
-12.0,18.0,Luimbe,Ac28,Exogamous,Cross-cousin,Duolateral,Cross-cousin: either,Cross-cousin,"Polygyny, typical cowives pattern","Polygyny, non-sororal separate quarters",No alternate,Same,Avuncu-virilocal,Avuncu-virilocal,No exogamous clans,No alternate,Bride-wealth,No alternate,Wife to husband,3,1,0,3,0,6,4,6,1,4,4,2,4,1,2,3
-12.0,22.0,Luvale,Ac11,Clans,Cross-cousin,Duolateral,Cross-cousin: either,Cross-cousin,Small extended,"Polygyny, non-sororal separate quarters",Virilocal,Same,Avunculocal,Avunculocal,Clans,No alternate,Token bride-wealth,No alternate,Wife to husband,1,1,0,3,0,7,4,10,1,5,5,0,4,5,2,3
-12.0,33.0,Ngoni,Ac9,Agamous,Cross-cousin,Duolateral,None preferred,None preferred,"Polygyny, typical cowives pattern","Polygyny, non-sororal separate quarters",Uxorilocal,Same,Ambi-viri,Ambi-viri,No exogamous clans,No alternate,Token bride-wealth,Husband to wife,Ambi/neo-local,0,1,0,7,4,6,4,9,1,1,1,2,4,5,1,0
-12.0,34.0,Tonga,Ac13,"Segmented, no exogamy",Cross-cousin,Duolateral,Cross-cousin: matri,MoBrDa,"Nuclear, limited polygyny",Limited polygyny,Virilocal,Same,Avunculocal,Avunculocal,No exogamous clans,No alternate,Bride-wealth,No alternate,Wife to husband,5,1,0,4,3,2,0,10,1,5,5,2,4,1,2,3
-12.0,34.0,Tumbuka,Ac36,Exogamous,Cross-cousin,Duolateral,Cross-cousin: either,Cross-cousin,"Polygyny, atypical cowives pattern","Polygyny, sororal separate quarters",No alternate,Same,Patrilocal,Patrilocal,No exogamous clans,No alternate,Bride-wealth,No alternate,Wife to husband,3,1,0,3,0,5,6,6,1,8,8,2,4,1,2,3
-11.56,130.81,Tiwi,Id3,Agamous,Only second cousins,Only second cousins,Second cousins preferred,Second cousin,Small extended,"Polygyny, non-sororal cohabit",Uxorilocal,Same,Ambi-viri,Ambi-viri,No exogamous clans,Bride-service,Bride-wealth,Husband to wife,Ambi/neo-local,0,6,3,8,5,7,3,9,1,1,1,2,0,1,1,0
-11.36,154.14,Rossel Islanders,Ig11,Agamous,No first cousins,No first cousins,None preferred,None preferred,"Nuclear, limited polygyny",Limited polygyny,Uxorilocal,Same,Ambi-viri,Ambi-viri,No exogamous clans,No alternate,Bride-wealth,Husband to wife,Ambi/neo-local,0,4,1,7,4,2,0,9,1,1,1,2,4,1,1,0
-11.0,-52.0,Tapirapé,Sd2,Demes,No first cousins,No first cousins,None preferred,None preferred,Large extended,Monogamous,No alternate,Same,Uxorilocal,Uxorilocal,No exogamous clans,No alternate,Insignificant,No alternate,Husband to wife,2,4,1,7,4,0,1,6,1,10,10,2,4,4,2,1
-11.0,26.0,Ndembu,Ac6,Clans,Cross-cousin,Duolateral,Cross-cousin: either,Cross-cousin,"Polygyny, typical cowives pattern","Polygyny, non-sororal separate quarters",Virilocal,Different,Uxorilocal,Avunculocal,Clans,No alternate,Token bride-wealth,No alternate,Wife to husband,1,1,0,3,0,6,4,10,0,10,5,0,4,5,2,3
-11.0,31.0,Bemba,Ac3,Agamous,Cross-cousin,Duolateral,Cross-cousin: either,Cross-cousin,"Polygyny, atypical cowives pattern","Polygyny, sororal separate quarters",Virilocal,Different,Uxorilocal,Avuncu-uxorilocal,No exogamous clans,Token bride-wealth,Bride-service,Wife to husband,Ambi/neo-local,0,1,0,3,0,5,6,10,0,10,3,2,5,0,4,0
-11.0,40.0,Makonde,Ac41,"Segmented, no exogamy",Cross-cousin,Duolateral,Cross-cousin: either,Cross-cousin,Small extended,"Polygyny, non-sororal separate quarters",No alternate,Same,Avunculocal,Avunculocal,No exogamous clans,Token bride-wealth,Bride-service,No alternate,Wife to husband,5,1,0,3,0,7,4,6,1,5,5,2,5,0,2,3
-10.89,-165.84,Pukapukans,Ii3,"Segmented, no exogamy",No first/second cousins,No first/second cousins,None preferred,None preferred,"Nuclear, monogamous",Monogamous,No alternate,Same,Patrilocal,Patrilocal,No exogamous clans,No alternate,Gift exchange,No alternate,Wife to husband,5,5,2,7,4,3,1,6,1,8,8,2,4,3,2,3
-10.73,165.85,Santa Cruz Islanders,Ih9,Agamous,Cross-cousin,Duolateral,None preferred,None preferred,Small extended,Limited polygyny,Neolocal,Same,Virilocal,Virilocal,No exogamous clans,No alternate,Bride-wealth,Ambi/neo-local,Wife to husband,0,1,0,7,4,7,0,5,1,11,11,2,4,1,0,3
-10.41,149.91,Dahuni,Ig14,Agamous,No first cousins,No first cousins,None preferred,None preferred,Large extended,Limited polygyny,No alternate,Same,Avuncu-virilocal,Avuncu-virilocal,No exogamous clans,No alternate,Gift exchange,No alternate,Wife to husband,0,4,1,7,4,0,0,6,1,4,4,2,4,3,2,3
-10.0,-72.0,Amahuaca,Se8,Exogamous,Cross-cousin,Duolateral,Cross-cousin: either,Cross-cousin,Minimal extended,Limited polygyny,Neolocal,Same,Virilocal,Virilocal,No exogamous clans,Woman exchange,Bride-service,Ambi/neo-local,Wife to husband,3,1,0,3,0,1,0,5,1,11,11,2,6,0,0,3
-10.0,21.0,Chokwe,Ac12,Clans,Cross-cousin,Duolateral,Cross-cousin: matri,MoBrDa,"Nuclear, limited polygyny",Limited polygyny,No alternate,Same,Avunculocal,Avunculocal,Clans,No alternate,Token bride-wealth,No alternate,Wife to husband,1,1,0,4,3,2,0,6,1,5,5,0,4,5,2,3
-10.0,29.0,Luapula,Ac34,Agamous,Cross-cousin,Duolateral,Cross-cousin: either,Cross-cousin,"Nuclear, limited polygyny",Limited polygyny,Neolocal,Different,Uxorilocal,Avunculocal,No exogamous clans,Token bride-wealth,Bride-service,Ambi/neo-local,Wife to husband,0,1,0,3,0,2,0,5,0,10,5,2,5,0,0,3
-10.0,32.0,Iwa,Ad15,Clans,Cross-cousin,Duolateral,Cross-cousin: either,Cross-cousin,"Polygyny, typical cowives pattern","Polygyny, non-sororal separate quarters",No alternate,Same,Patrilocal,Patrilocal,Clans,Bride-service,Bride-wealth,No alternate,Wife to husband,1,1,0,3,0,6,4,6,1,8,8,0,0,1,2,3
-10.0,34.0,Ngonde,Ad16,Exogamous,No first cousins,No first cousins,None preferred,None preferred,"Polygyny, atypical cowives pattern","Polygyny, sororal separate quarters",No alternate,Same,Neolocal,Neolocal,No exogamous clans,No alternate,Bride-wealth,No alternate,Ambi/neo-local,3,4,1,7,4,5,6,6,1,7,7,2,4,1,2,0
-10.0,120.0,Sumbanese,Ic9,Clans,Matrilateral cross only,Unilateral,Uni: MoBrDa,MoBrDa,Minimal extended,Limited polygyny,No alternate,Same,Patrilocal,Patrilocal,Clans,No alternate,Gift exchange,No alternate,Wife to husband,1,3,7,14,3,1,0,6,1,8,8,0,4,3,2,3
-10.0,151.0,Dobuans,Ig5,Clans,No first cousins,No first cousins,None preferred,None preferred,"Nuclear, monogamous",Monogamous,No alternate,Same,Avuncu-uxorilocal,Avuncu-uxorilocal,Clans,No alternate,Gift exchange,No alternate,Ambi/neo-local,1,4,1,7,4,3,1,6,1,3,3,0,4,3,2,0
-9.91,144.06,Miriam,Ie14,Clans,No first/second cousins,No first/second cousins,None preferred,None preferred,"Nuclear, limited polygyny",Limited polygyny,No alternate,Same,Patrilocal,Patrilocal,Clans,No alternate,Woman exchange,No alternate,Wife to husband,1,5,2,7,4,2,0,6,1,8,8,0,4,6,2,3
-9.63,161.44,Ulawans,Ig6,"Segmented, no exogamy",No first cousins,No first cousins,None preferred,None preferred,"Nuclear, limited polygyny",Limited polygyny,No alternate,Same,Virilocal,Virilocal,No exogamous clans,No alternate,Bride-wealth,No alternate,Wife to husband,5,4,1,7,4,2,0,6,1,11,11,2,4,1,2,3
-9.49,159.82,Kaoka,Ig20,"Segmented, no exogamy",No first cousins,No first cousins,None preferred,None preferred,"Nuclear, monogamous",Monogamous,Virilocal,Different,Virilocal,Avunculocal,No exogamous clans,No alternate,Bride-wealth,No alternate,Wife to husband,5,4,1,7,4,3,1,10,0,11,5,2,4,1,2,3
-9.2,-171.85,Tokelau,Ii6,"Segmented, no exogamy",No first/second cousins,No first/second cousins,None preferred,None preferred,Large extended,Limited polygyny,Virilocal,Same,Ambi-uxo,Ambi-uxo,No exogamous clans,No alternate,Insignificant,Wife to husband,Ambi/neo-local,5,5,2,7,4,0,0,10,1,0,0,2,4,4,4,0
-9.0,-48.0,Sherente,Sj2,"Segmented, no exogamy",Patrilateral cross only,Unilateral,None preferred,None preferred,"Nuclear, limited polygyny",Limited polygyny,No alternate,Different,Uxorilocal,Patrilocal,No exogamous clans,No alternate,Insignificant,No alternate,Wife to husband,5,8,7,7,4,2,0,6,0,10,8,2,4,4,2,3
-9.0,34.0,Nyakyusa,Ad6,Agamous,No first/second cousins,No first/second cousins,None preferred,None preferred,"Polygyny, typical cowives pattern","Polygyny, non-sororal separate quarters",No alternate,Same,Neolocal,Neolocal,No exogamous clans,No alternate,Bride-wealth,No alternate,Ambi/neo-local,0,5,2,7,4,6,4,6,1,7,7,2,4,1,2,0
-9.0,36.0,Bena,Ad11,Agamous,Cross-cousin,Duolateral,None preferred,None preferred,"Polygyny, typical cowives pattern","Polygyny, non-sororal separate quarters",Uxorilocal,Different,Uxorilocal,Neolocal,No exogamous clans,Bride-service,Bride-wealth,Husband to wife,Ambi/neo-local,0,1,0,7,4,6,4,9,0,10,7,2,0,1,1,0
-9.0,126.0,Belu,Ic3,"Segmented, no exogamy",Matrilateral cross only,Unilateral,Uni: MoBrDa,MoBrDa,Large extended,"Polygyny, non-sororal cohabit",No alternate,Same,Matrilocal,Matrilocal,No exogamous clans,No alternate,Bride-wealth,No alternate,Husband to wife,5,3,7,14,3,0,3,6,1,6,6,2,4,1,2,1
-9.0,142.0,Keraki,Ie5,Clans,No first cousins,No first cousins,None preferred,None preferred,"Polygyny, atypical cowives pattern","Polygyny, non-sororal cohabit",No alternate,Same,Patrilocal,Patrilocal,Clans,No alternate,Woman exchange,No alternate,Wife to husband,1,4,1,7,4,5,3,6,1,8,8,0,4,6,2,3
-9.0,143.0,Kiwai,Ie13,"Segmented, no exogamy",Only second cousins,Only second cousins,None preferred,None preferred,Large extended,Limited polygyny,No alternate,Same,Patrilocal,Patrilocal,No exogamous clans,No alternate,Woman exchange,No alternate,Wife to husband,5,6,3,7,4,0,0,6,1,8,8,2,4,6,2,3
-9.0,147.0,Koita,Ie20,Agamous,No first/second cousins,No first/second cousins,None preferred,None preferred,"Nuclear, limited polygyny",Limited polygyny,No alternate,Same,Patrilocal,Patrilocal,No exogamous clans,No alternate,Bride-wealth,No alternate,Wife to husband,0,5,2,7,4,2,0,6,1,8,8,2,4,1,2,3
-9.0,147.0,Mekeo,Ie22,"Segmented, no exogamy",No first cousins,No first cousins,None preferred,None preferred,Small extended,"Polygyny, non-sororal cohabit",No alternate,Same,Patrilocal,Patrilocal,No exogamous clans,No alternate,Bride-wealth,No alternate,Wife to husband,5,4,1,7,4,7,3,6,1,8,8,2,4,1,2,3
-9.0,148.0,Koiari,Ie24,"Segmented, no exogamy",No first cousins,No first cousins,None preferred,None preferred,"Polygyny, atypical cowives pattern","Polygyny, non-sororal cohabit",No alternate,Same,Patrilocal,Patrilocal,No exogamous clans,No alternate,Bride-wealth,No alternate,Wife to husband,5,4,1,7,4,5,3,6,1,8,8,2,4,1,2,3
-9.0,148.0,Orokaiva,Ie9,"Segmented, no exogamy",Cross-cousin,Duolateral,None preferred,None preferred,"Nuclear, limited polygyny",Limited polygyny,No alternate,Same,Patrilocal,Patrilocal,No exogamous clans,No alternate,Bride-wealth,No alternate,Wife to husband,5,1,0,7,4,2,0,6,1,8,8,2,4,1,2,3
-9.0,161.0,Kwaio,Ig18,Agamous,No first cousins,No first cousins,None preferred,None preferred,"Nuclear, limited polygyny",Limited polygyny,Uxorilocal,Same,Patrilocal,Patrilocal,No exogamous clans,No alternate,Bride-wealth,Husband to wife,Wife to husband,0,4,1,7,4,2,0,9,1,8,8,2,4,1,1,3
-8.9,-140.08,Marquesans,Ij3,Agamous,Cross-cousin,Duolateral,Cross-cousin: either,Cross-cousin,Polyandrous,Polyandrous,Neolocal,Different,Uxorilocal,Virilocal,No exogamous clans,No alternate,Insignificant,Ambi/neo-local,Wife to husband,0,1,0,3,0,4,2,5,0,10,11,2,4,4,0,3
-8.63,117.27,Sumbawanese,Ic12,Agamous,Any first cousins,Quadrilateral,None preferred,None preferred,"Nuclear, monogamous",Monogamous,No alternate,Different,Uxorilocal,Neolocal,No exogamous clans,No alternate,Insignificant,No alternate,Ambi/neo-local,0,0,4,7,4,3,1,6,0,10,7,2,4,4,2,0
-8.43,151.09,Trobriands,Ig2,"Segmented, no exogamy",Paternal only,Duolateral,None preferred,None preferred,"Nuclear, limited polygyny",Limited polygyny,Virilocal,Same,Avunculocal,Avunculocal,No exogamous clans,No alternate,Gift exchange,No alternate,Wife to husband,5,7,0,7,4,2,0,10,1,5,5,2,4,3,2,3
-8.33,122.85,Ili-Mandiri,Ic7,"Segmented, no exogamy",Cross-cousin,Duolateral,Cross-cousin: matri,MoBrDa,Small extended,Limited polygyny,Uxorilocal,Same,Patrilocal,Patrilocal,No exogamous clans,Woman exchange,Bride-wealth,Husband to wife,Wife to husband,5,1,0,4,3,7,0,9,1,8,8,2,6,1,1,3
-8.22,124.26,Alorese,Ic2,Exogamous,No first/second cousins,No first/second cousins,None preferred,None preferred,"Nuclear, limited polygyny",Limited polygyny,Uxorilocal,Same,Ambi-viri,Ambi-viri,No exogamous clans,Dowry,Bride-wealth,Husband to wife,Ambi/neo-local,3,5,2,7,4,2,0,9,1,1,1,2,2,1,1,0
-8.19,130.96,Tanimbarese,Ic6,Agamous,Cross-cousin,Duolateral,Cross-cousin: matri,MoBrDa,Small extended,Limited polygyny,No alternate,Different,Uxorilocal,Patrilocal,No exogamous clans,Bride-service,Bride-wealth,No alternate,Wife to husband,0,1,0,4,3,7,0,6,0,10,8,2,0,1,2,3
-8.18,115.02,Balinese,Ib3,"Segmented, no exogamy",Any first cousins,Quadrilateral,All: FaBrDa,FaBrDa,Small extended,Limited polygyny,Uxorilocal,Same,Patrilocal,Patrilocal,No exogamous clans,No alternate,Token bride-wealth,Husband to wife,Wife to husband,5,0,4,0,1,7,0,9,1,8,8,2,4,5,1,3
-8.0,-75.0,Asháninka,Sf7,Agamous,Any first cousins,Quadrilateral,None preferred,None preferred,"Polygyny, atypical cowives pattern","Polygyny, non-sororal cohabit",Uxorilocal,Same,Ambi-viri,Ambi-viri,No exogamous clans,No alternate,Insignificant,Husband to wife,Ambi/neo-local,0,0,4,7,4,5,3,9,1,1,1,2,4,4,1,0
-8.0,-52.0,Kayapo,Sj9,Demes,No first cousins,No first cousins,None preferred,None preferred,"Nuclear, monogamous",Monogamous,No alternate,Same,Uxorilocal,Uxorilocal,No exogamous clans,No alternate,Insignificant,No alternate,Husband to wife,2,4,1,7,4,3,1,6,1,10,10,2,4,4,2,1
-8.0,-35.0,Tupinambá,Sj8,Agamous,Cross-cousin,Duolateral,Cross-cousin: either,Cross-cousin,Large extended,"Polygyny, non-sororal separate quarters",Virilocal,Different,Uxorilocal,Ambi-uxo,No exogamous clans,No alternate,Bride-service,Wife to husband,Ambi/neo-local,0,1,0,3,0,0,4,10,0,10,0,2,4,0,4,0
-8.0,26.0,Luba,Ae6,Agamous,No first cousins,No first cousins,None preferred,None preferred,"Polygyny, typical cowives pattern","Polygyny, non-sororal separate quarters",No alternate,Same,Patrilocal,Patrilocal,No exogamous clans,No alternate,Bride-wealth,No alternate,Wife to husband,0,4,1,7,4,6,4,6,1,8,8,2,4,1,2,3
-8.0,35.0,Hehe,Ad8,Clans,Cross-cousin,Duolateral,Cross-cousin: matri,MoBrDa,Small extended,"Polygyny, non-sororal cohabit",Neolocal,Same,Patrilocal,Patrilocal,Clans,No alternate,Bride-wealth,Ambi/neo-local,Wife to husband,1,1,0,4,3,7,3,5,1,8,8,0,4,1,0,3
-8.0,38.0,Luguru,Ad14,"Segmented, no exogamy",Cross-cousin,Duolateral,Cross-cousin: matri,MoBrDa,"Nuclear, limited polygyny",Limited polygyny,Avunculocal,Same,Matrilocal,Matrilocal,No exogamous clans,Bride-service,Bride-wealth,Wife to husband,Husband to wife,5,1,0,4,3,2,0,3,1,6,6,2,0,1,4,1
-8.0,139.0,Marind-Amin,Ie19,"Segmented, no exogamy",No first cousins,No first cousins,None preferred,None preferred,"Nuclear, monogamous",Monogamous,Patrilocal,Same,Separate,Separate,No exogamous clans,No alternate,Woman exchange,Wife to husband,Separate,5,4,1,7,4,3,1,7,1,9,9,2,4,6,4,2
-8.0,147.0,Mafulu,Ie25,"Segmented, no exogamy",No first cousins,No first cousins,None preferred,None preferred,"Polygyny, atypical cowives pattern","Polygyny, non-sororal cohabit",No alternate,Different,Ambilocal,Patrilocal,No exogamous clans,No alternate,Bride-wealth,No alternate,Wife to husband,5,4,1,7,4,5,3,6,0,2,8,2,4,1,2,3
-8.0,157.0,Simboese,Ig8,"Segmented, no exogamy",No first/second cousins,No first/second cousins,None preferred,None preferred,"Nuclear, limited polygyny",Limited polygyny,No alternate,Different,Uxorilocal,Ambilocal,No exogamous clans,No alternate,Bride-wealth,No alternate,Ambi/neo-local,5,5,2,7,4,2,0,6,0,10,2,2,4,1,2,0
